id,case,istab,wind,x,y,z,t,dur,sig_x0,sig_y0,sig_z0,sig_x,sig_y,sig_z,zfunc,yfunc,xfunc,qyz,cpeak,concentration,dinf,dose,
8,8,0,2.3,1,0,0,1800,3600,1,1,1,1.63457,1.63457,1.35338,0.589548,0.244066,6.39712e-310,1.43889e+06,9.39252638e+01,9.39252638e+01,3.38130950e+05,1.85252598e+05,
8,8,0,2.30000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,3.60000000e+03,3.60000000e+03,1.00000000e+00,1.00000000e+00,1.00000000e+00,1.63456655e+00,1.63456655e+00,1.35338390e+00,5.89547669e-01,2.44066106e-01,6.39711644e-310,1.43888604e+06,9.39252638e+01,9.39252638e+01,3.38130950e+05,3.70557865e+05,
8,8,0,2.30000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,5.40000000e+03,3.60000000e+03,1.00000000e+00,1.00000000e+00,1.00000000e+00,1.63456655e+00,1.63456655e+00,1.35338390e+00,5.89547669e-01,2.44066106e-01,6.39711644e-310,1.43888604e+06,9.39252638e+01,0.00000000e+00,3.38130950e+05,3.70610535e+05,
8,8,0,2.30000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,7.20000000e+03,3.60000000e+03,1.00000000e+00,1.00000000e+00,1.00000000e+00,1.63456655e+00,1.63456655e+00,1.35338390e+00,5.89547669e-01,2.44066106e-01,6.39711644e-310,1.43888604e+06,9.39252638e+01,0.00000000e+00,3.38130950e+05,3.70610535e+05,
8,8,0,2.30000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,9.00000000e+03,3.60000000e+03,1.00000000e+00,1.00000000e+00,1.00000000e+00,1.63456655e+00,1.63456655e+00,1.35338390e+00,5.89547669e-01,2.44066106e-01,6.39711644e-310,1.43888604e+06,9.39252638e+01,0.00000000e+00,3.38130950e+05,3.70610535e+05,
8,8,0,2.30000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,1.08000000e+04,3.60000000e+03,1.00000000e+00,1.00000000e+00,1.00000000e+00,1.63456655e+00,1.63456655e+00,1.35338390e+00,5.89547669e-01,2.44066106e-01,6.39711644e-310,1.43888604e+06,9.39252638e+01,0.00000000e+00,3.38130950e+05,3.70610535e+05,
8,8,0,2.30000000e+00,1.00000000e+00,5.24474712e-01,0.00000000e+00,1.80000000e+03,3.60000000e+03,1.00000000e+00,1.00000000e+00,1.00000000e+00,1.63456655e+00,1.63456655e+00,1.35338390e+00,5.89547669e-01,2.31820192e-01,6.39711644e-310,1.36669054e+06,8.92126031e+01,8.92126031e+01,3.21165371e+05,1.75957626e+05,
8,8,0,2.30000000e+00,1.00000000e+00,5.24474712e-01,0.00000000e+00,3.60000000e+03,3.60000000e+03,1.00000000e+00,1.00000000e+00,1.00000000e+00,1.63456655e+00,1.63456655e+00,1.35338390e+00,5.89547669e-01,2.31820192e-01,6.39711644e-310,1.36669054e+06,8.92126031e+01,8.92126031e+01,3.21165371e+05,3.51965280e+05,
8,8,0,2.30000000e+00,1.00000000e+00,5.24474712e-01,0.00000000e+00,5.40000000e+03,3.60000000e+03,1.00000000e+00,1.00000000e+00,1.00000000e+00,1.63456655e+00,1.63456655e+00,1.35338390e+00,5.89547669e-01,2.31820192e-01,6.39711644e-310,1.36669054e+06,8.92126031e+01,0.00000000e+00,3.21165371e+05,3.52015307e+05,
8,8,0,2.30000000e+00,1.00000000e+00,5.24474712e-01,0.00000000e+00,7.20000000e+03,3.60000000e+03,1.00000000e+00,1.00000000e+00,1.00000000e+00,1.63456655e+00,1.63456655e+00,1.35338390e+00,5.89547669e-01,2.31820192e-01,6.39711644e-310,1.36669054e+06,8.92126031e+01,0.00000000e+00,3.21165371e+05,3.52015307e+05,
